dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"야 지금 조용한 데야
응 도서관이야
음 그게 말이야 요즘 진로 때문에 고민이 많아
어 그래 나도 비슷해 많이 헷갈리더라
나는 다양한 직업을 경험해 보고 싶어
맞아 나도 그래서 인턴도 하고 여러 경험을 쌓으려고
음 맞아 근데 방향을 못 정하겠어
그래서 우리 주위 사람들에게 조언도 들어보고 있어
아 진짜 나도 한번 물어봐야겠다
그래 힘내자 우리 잘할 수 있을 거야
그러게 함께 고민해봅시다
그래 고마워 나중에 또 얘기하자
응 도서관이라 조용히 해야 돼 그럼 이따 봐
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '진로 상담', 'tone': '진지함', 'topic': '직업 선택과 진로 고민', 'emotion': '고민', 'call_environment': '조용한 공공장소', 'participants': ['양지후', '임서우']}",진로 상담,친구,직업 선택과 진로 고민 공유,
"야 뭐해
어 나 도서관인데 잠깐 나가서 전화 받았어
아 그렇구나 요즘 고민 좀 있어
무슨 고민인데
직업 선택 때문에 말이야
아 곧 졸업하잖아 그래서 그런가
응 맞아 이게 정말 어떤 길로 가야 할지 모르겠더라고
음 그러면 너 하고 싶은 게 뭐냐고 스스로 물어봤어
솔직히 잘 모르겠어
그럼 차근차근 생각해 보는 건 어때
알겠어 고마워 필요한 조언 있으면 또 부탁할게
응 언제든지 말해봐 나도 도와줄 테니까",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '진로 상담', 'tone': '진지함', 'topic': '직업 선택과 진로 고민', 'emotion': '고민', 'call_environment': '조용한 공공장소', 'participants': ['송현준', '홍성현']}",진로 상담,친구,직업 선택과 진로 고민 공유,
"어 있잖아 뭐 하고 있어
나 지금 카페야 좀 시끄러워
아 그래 하하 음 사실 아이 공부 때문에 고민이 좀 있어서
아 그래 뭐 문제야
아이가 자꾸 집중을 못 해서 걱정인데 어떻게 하면 좋을까
음 나도 비슷한 문제 있었어
아 그래 어떻게 해결했어
일단 하루 일정을 잘 짜고 같이 하는 시간 늘리는 게 좋더라
오 그렇구나 시끄러운데 말해줘서 고마워
아니야 나중에 좀 더 얘기하자
어 오케이 연락할게
그래 조만간 만나자
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '자녀 교육 문제 상담', 'tone': '진지함', 'topic': '자녀 학습 문제와 조언 공유', 'emotion': '걱정', 'call_environment': '시끄러운 실내', 'participants': ['배승우', '유하율']}",자녀 교육 문제 상담,친구,자녀 학습 문제와 조언 공유,
"야 뭐해
지금 걷는 중이야 조용한 데로 좀 가볼까
어 그래 그게 나 요즘 고민이 좀 있어
무슨 고민인데
애 학습 문제가 좀 심각해서 어쩌면 좋을지
음 나도 비슷한 문제 있었어 근데 어떻게 해결했냐면
그래 그게 어떻게 하는 건데
우선은 아이랑 대화를 많이 했어 그리고 시간을 좀 더 같이 보내니까 나아지더라
오 그럼 공부하는 습관도 그 과정에서 잡은 거야
응 맞아 그렇게 하니까 자연스럽게 책상에 앉는 시간이 늘어나더라
진짜 좋은 방법이다 그럼 우리 일요일에 만나서 자세히 얘기할까
그래 그럼 일요일 점심 먹고 나서 보자
알았어 고마워 그때 봐
그래 천천히 와",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '자녀 학습 문제 상담', 'tone': '진지함', 'topic': '자녀 교육', 'emotion': '걱정', 'call_environment': '이동 중', 'participants': ['조하연', '김다은']}",자녀 교육 문제 상담,친구,자녀 학습 문제와 조언 공유,
"야 뭐해
그냥 도서관에서 책 좀 보고 있어 목소리 낮춰야 돼
아 그래 지금 괜찮아
어 말해봐
사실 요즘 집에서 좀 힘들어
a 왜 무슨 일인데
우리 엄마랑 좀 다퉜어
a 무슨 일로
집안일 때문에 자꾸 부딪혀
아 진짜 힘들겠다 나도 그런 적 있었어
그래도 잘 풀어야 할 텐데
어떻게 해야 할지 모르겠어
시간 지나면 좀 나아질 거야 내가 도와줄 건 없고
아니야 이렇게 이야기해줘서 고마워
그래도 힘내라 나중에 보자
응 고마워 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '가족 간 갈등', 'tone': '진지함', 'topic': '고부 갈등', 'emotion': '진지함', 'call_environment': '조용한 공공장소', 'participants': ['민도윤', '오준호']}",고부 갈등 이야기,친구,가족 간 갈등 경험 나누기,
"야 뭐해
어 나 지금 걷는 중이야
그래 잠깐 이야기 좀 해도 돼
어 무슨 일 있어
엄마랑 좀 다퉜어
왜 무슨 일인데
며칠 전에 시댁 갔는데 좀 안 맞았거든
아 그랬구나
어떻게 해야 할지 모르겠어
음 뭐랄까 그런 일 있으면 속상하지
맞아 어쩌다 싸우게 됐어
내가 좀 잘못한 것도 있는데 말이야
그럴 수 있지
하 진짜 힘들어
그러게 네가 힘들겠네
그래도 너무 깊이 생각하지 마
고마워 이렇게 이야기하니까 좀 낫다
그래 언제든 이야기해
고마워 걷고 있어서 좀 더 얘기하기 편했어
응 나중에 또 전화해
응 알았어",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '가족 간 갈등 경험 나누기', 'tone': '진지함', 'topic': '고부 갈등', 'emotion': '위로', 'call_environment': '이동 중', 'participants': ['곽시윤', '임지윤']}",고부 갈등 이야기,친구,가족 간 갈등 경험 나누기,
"야 뭐해
걷고 있어 바람이 너무 좋아서 밖에 나왔어
오 그렇구나 나 집들이 날짜 정했어
오 언제야
다음 주 토요일인데 어때
괜찮아 그럼 몇 시쯤
점심쯤 와서 같이 준비할까 생각 중이야 음식도 좀 만들고
좋지 내가 뭐 도울 거 있으면 말해
음 일단 음식 몇 가지는 만들어볼까 해
알겠어 필요한 재료 있으면 미리 말해줘
알았어 음 날씨 좋을 때 주말에 만나는 거 기대된다 그치
응 나도 기대돼 그럼 그때 보자
그래 연락할게
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['최하연', '장서우']}",집들이 계획 공유,친구,집들이 날짜와 준비 사항 논의,
"야 뭐해
어 그냥 집에 있어
다음 주말에 집들이 하려고 하는데 올 수 있어
오 좋다 가고 싶어
그럼 토요일 오후쯤 어때
좋아 몇 시에
한 3시쯤 괜찮아 밥도 준비할 거야
오 대박 어떤 거 준비해
음 여러 가지 생각 중인데 잡채랑 불고기 같은 거 해보려고
맛있겠다 내가 디저트 가져갈까
그럼 고마워 와서 같이 먹자
그래 그럼 그날 봐
응 고마워 연락할게
알았어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '집들이 계획 공유', 'tone': '즐거움', 'topic': '집들이 날짜와 준비 사항 논의', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['윤은우', '황주호']}",집들이 계획 공유,친구,집들이 날짜와 준비 사항 논의,
"야 뭐하고 있어
지금 걷는 중이야 그냥 산책하면서 생각 좀 하려고
오 좋은데 나도 좀 걷다가 전화했어
혹시 철학 책 최근에 읽은 거 있어
어 음 최근에 그 니체의 '차라투스트라는 이렇게 말했다' 읽었어
진짜 그거 어떻게 생각해 나는 되게 새로운 시각이었거든
음 나도 흥미로웠어 삶의 의미를 계속 찾으려고 하는 모습이 특히
그러니까 나도 그런 고민 많이 하는데 솔직히 쉽지 않더라
맞아 세상의 가치와 개인의 의미가 충돌할 때 많잖아
그러게 그래서 자꾸 생각하게 되나 봐
우리 다음에 만날 때 이 주제로 더 깊이 이야기하자
좋지 그럼 다음에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '철학 토론', 'tone': '감상적', 'topic': '철학 책 토론', 'emotion': '감상적', 'call_environment': '이동 중', 'participants': ['문준혁', '우지후']}",인문학적 대화,친구,"철학, 역사 등 주제 토론",
"야 요즘 뭐 읽고 있어
음 별거 아니고 그냥 고대 철학 쪽 좀
오 재밌겠다 나는 요즘 역사책에 빠졌어
어떤 거 읽는데
그 로마 제국의 흥망 같은 거 말이야
하하 역시 너 그런 거 좋아하지
그래서 요즘은 로마 시대의 정치 체계가 정말 흥미롭더라
맞아 거기서 배울 게 많잖아 그리고 철학자들도 정말 대단한 것 같아
응 그런 철학적 사유가 지금까지 영향을 준다는 게 신기하지 않니
맞아 그래서 지금 시대에도 그런 철학이 어떻게 적용될 수 있을지 고민해보는 게 재밌어
나중에 시간 되면 그런 얘기 더 깊게 해보자
응 좋아 그럼 다음에 만나서 책도 같이 보고 얘기 더 하자
그래 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '철학, 역사 주제 토론', 'tone': '감상적', 'topic': '고대 철학과 역사', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['심다은', '안서우']}",인문학적 대화,친구,"철학, 역사 등 주제 토론",
"야 뭐해
어 나 지금 도서관인데 전화는 괜찮아
조용히 해야지 하하 뭐 이야기해
저기 그 뉴스 봤어 최신 우주 연구 결과
어 그거 대박이던데 진짜 놀랍더라
우주에 그렇게 많은 행성이 있을 줄이야
그러니까 말이야 거기다 생명체 있을 가능성까지
완전 SF 영화 같지 않냐
맞아 현실에서 그런 거 생각하니 감동스럽기도 하고
우리가 그걸 직접 볼 날이 오면 좋겠네
그럴 수 있으면 진짜 좋겠다 꿈 같아
음 이제 더 이야기하면 목소리 들릴 것 같아
그래 맞아 그럼 다음에 더 얘기하자
알았어 여기서 끊을게 나중에 봐
응 나중에 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '최신 과학 이슈 토론', 'tone': '감상적', 'topic': '우주 연구 결과', 'emotion': '감동', 'call_environment': '조용한 공공장소', 'participants': ['허성민', '정민하']}",과학 주제 토론,친구,최신 과학 이슈나 연구 결과 이야기,
"야 뭐해
그냥 집에서 쉬고 있어 너는
나도 집에서 책 보고 있었어 요즘 우주에 관련된 뉴스 봤어
어 봤어 그 블랙홀 연구 결과 진짜 대단하더라
맞아 우주가 이렇게 계속해서 새로운 걸 보여주는 게 참 신기해
그러게 말이야 우리 아직 모르는 게 너무 많아
과학자들이 이런 걸 밝히는 것 보면 정말 대단해
완전 맞아 그리고 이번에 나온 그 논문도 진짜 흥미롭더라
응 응 그거 읽어보고 싶었는데 어디서 볼 수 있을까
내가 링크 보내줄게 나중에 꼭 봐
오케이 고마워 나중에 이야기 더 하자
그래 그럼 나중에 봐
응 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '최신 과학 이슈 이야기', 'tone': '감상적', 'topic': '우주 연구', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['유예은', '정민재']}",과학 주제 토론,친구,최신 과학 이슈나 연구 결과 이야기,
"야 뭐해
지금 집에 있어
음 노트북 좀 보려고 하는데 너는 어떤 거 추천해
어 그거라면 나 최근에 새로 산 거 있는데 괜찮더라
그래 뭐야
그게 abc 모델이야 성능도 좋고 배터리도 오래가
아 진짜 듣던 대로 괜찮네
가격도 생각보다 안 비싸더라고 가성비 좋아
오 그럼 그걸로 할까
응 나는 만족하고 있어 넌 어떻게 생각해
음 나도 그걸로 결정할까 해
오케이 그럼 그걸로 해보자
좋아 고마워
천만에 언제든지 말해
다음에 만날 때 보여줘야겠다
그래 나중에 봐
나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '노트북 사양 비교', 'tone': '협조적', 'topic': '노트북 구매', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['배하은', '유하성']}",신형 노트북 구매 상담,친구,노트북 사양 비교와 추천,
"야 뭐해
어 지금 버스 타고 가는 중이야
아 그렇구나 나도 길 걷는 중인데 신형 노트북 살려고 알아보는 중이거든
오 그래 그거 좋지 모델은 뭐 생각 중이야
어 그게 하나는 A 브랜드고 다른 하나는 B 브랜드인데 사양이 엄청 비슷하더라고
음 그래 가격은 어떤데
거의 비슷한데 B 브랜드가 조금 더 싸
음 그러면 B 브랜드가 나을 수도 있겠다 하드 용량이나 그래픽카드는 어때
하드는 비슷한데 그래픽카드는 A 브랜드가 좀 더 좋아
아 그래 넌 뭘 더 중요하게 생각해
나는 그래픽카드도 중요하고 가격도 신경 쓰이니까 좀 고민이야
음 그러면 나 같으면 B 브랜드로 가고 별도로 그래픽카드 업그레이드를 고려할 것 같아
오 그건 좋은 생각이다 진짜 조언 고마워
아니야 뭐 언제든지 물어봐
그래 다음에 또 봐
그래 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '노트북 사양 비교와 추천', 'tone': '협조적', 'topic': '신형 노트북 구매 상담', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['노다은', '서도훈']}",신형 노트북 구매 상담,친구,노트북 사양 비교와 추천,
"야 뭐해
나 카페에서 친구 기다리면서 전화했어
음 거기 시끄럽네
어 맞아 근데 지금 대화할 수 있어
아 괜찮아 내가 말할게
어떤 전자기기 사려고
스마트폰 새로 살까 하는데 고민이야
아 그렇구나 요즘 뭐가 좋을까
나는 솔직히 A사꺼 괜찮다고 봐
왜
사양도 좋고 디자인도 깔끔하잖아
음 그렇게 추천해줬구나
근데 B사 것도 나쁘지 않대
그렇긴 하지 근데 가격이 좀 비싸
음 알겠어 생각 좀 해볼게
그래 결정하면 알려줘
응 고마워 나중에 봐
어 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '전자기기 구매 조언', 'tone': '협조적', 'topic': '스마트폰 구매', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['오연우', '정소윤']}",전자기기 구매 조언,친구,"스마트폰, 태블릿 등 구매 상담",
"야 뭐해
나 지금 밖에 나와 있어
날씨 진짜 좋다
오 그래 나도 좀 있다가 나갈까 생각 중인데
근데 너 왜 전화했어
아 나 그거 고민 중이야
뭐
스마트폰 새로 사려고 하는데
오 대박
어떤 거 살지 아직 잘 모르겠어
아 근데 나는 요즘 태블릿도 괜찮아 보이더라
어 태블릿도 좋지
스마트폰은 어떤 걸로 생각 중인데
음 아이폰이랑 갤럭시 사이에서 고민이야
하 이거 어렵다 둘 다 좋잖아
맞아 그러니까 더 헷갈려
어 근데 아이폰은 요즘 카메라 엄청 좋잖아
맞아 완전 잘 나오더라
그리고 갤럭시는 좀 더 자유롭게 쓸 수 있는 느낌이잖아
그렇지 둘 다 장단점이 있는 것 같아
봐서 너한테 더 맞는 기능이 뭐가 필요한지 생각해봐
알겠어 조언 고마워
언제든 덥석 묻기만 해
히히 그럼 좀 더 알아보고 다시 연락할게
그래 나중에 또 얘기하자
응 조심히 들어가",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '스마트폰, 태블릿 등 구매 상담', 'tone': '협조적', 'topic': '전자기기 구매 조언', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['조수빈', '최연우']}",전자기기 구매 조언,친구,"스마트폰, 태블릿 등 구매 상담",
"어 야 뭐해
나 지금 버스 타고 가는 중이야 너는
아 나도 이동 중이야 지금 걷는 중
음 너 요즘 읽고 있는 책 있어
어 그게 말이야 요즘 자기 계발서에 빠져 있는데
오 괜찮네 나도 그런 거 추천 좀 해줘
음 나 최근에 읽은 책 중에 '작은 습관의 힘' 정말 좋았어 완전 동기 부여되더라고
오 그거 나도 한번 살펴봐야겠다
그리고 '아침의 기적'도 추천할게 아침 기상 습관 바꾸는데 진짜 도움 됐어
좋다 나도 아침형 인간 되고 싶은데
하하 그러게 그럼 이번 주말에 만나서 책 얘기 더 하자
그래 좋아
알겠어 그럼 나중에 봐
응 조심히 가라
그래 너도",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '관심 있는 분야 책 추천 공유', 'tone': '편안함', 'topic': '도서 추천', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['문재윤', '허지환']}",도서 추천,친구,관심 있는 분야 책 추천 공유,
"야 뭐해
어 나 지금 도서관이야
아 그랬구나 조용히 얘기해야겠다
응 뭐 괜찮아 무슨 일 있어
저번에 너가 추천한 책 진짜 재밌더라
아 진짜 그거 완전 몰입되지 않냐
맞아 맞아 그래서 나 그 작가 다른 책도 찾아봤어
어떤 거 봤는데
음 이번에 나온 신작 봤어 스토리도 짜임새 있고 되게 좋았어
오 그럼 나도 봐야겠다 추천 고마워
천만에 다음에 같이 도서관에서 책 보고 그러자
좋지 나중에 봐
그래
이따가 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '도서 추천', 'tone': '편안함', 'topic': '관심 있는 분야 책 추천 공유', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['구시현', '박승민']}",도서 추천,친구,관심 있는 분야 책 추천 공유,
"야 뭐해
지금 집에서 쉬고 있어 넌
나도 집인데 같이 미술관 가볼래
너 전시 본다더니 이번에 또 뭐 추천해줄 거 있어
응 요즘 좋은 전시 있더라고 현대미술 쪽으로 생각해봐
오 좋네 내가 현대미술 좋아하는 거 어떻게 알았어 하하
그래서 이번 주말 어때 갈 수 있어
괜찮아 금요일이나 토요일 괜찮아
그럼 토요일에 만나자 그때 작품도 몇 개 추천해줄게
그래 완전 기대된다 너랑 같이 가면 더 재밌겠다
맞아 같이 가면 작품 보는 시각도 다르고 이야기 나누는 것도 좋잖아
그러게 그럼 토요일에 만나 아침에 출발할까
응 아침에 일찍 가서 여유롭게 보고 식사도 하고
좋다 그럼 연락할게 시간 정해서
그래 알았어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '미술 전시 일정 및 추천 작품 공유', 'tone': '즐거움', 'topic': '미술관 전시 추천', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['황준우', '한민하']}",미술관 전시 추천,친구,미술 전시 일정 및 추천 작품 공유,
"야 뭐해
어 지금 도서관에 있어
조용히 해야겠다
그니까 나도 작은 소리로 말할게
주말에 미술관 갔다 왔다 네 추천해 준 전시 진짜 좋더라
오 진짜 잘 됐다 어떤 작품이 제일 기억에 남았어
음 나는 그 추상화가 너무 인상 깊었어 색감이 되게 특이했거든
맞아 나도 그거 보면서 감탄했어 이번 전시가 정말 다양하더라
다음에 같이 가면 좋겠다 새로운 전시도 시작한다고 하던데
오케이 그럼 그때 같이 보러 가자 기대돼
그래 그럼 주말에 일정 맞춰보자
응 알았어 그럼 조용히 해야 되니까 나중에 연락할게
좋아 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '미술 전시 추천', 'tone': '즐거움', 'topic': '미술 전시 일정 및 추천 작품 공유', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['유가은', '박서우']}",미술관 전시 추천,친구,미술 전시 일정 및 추천 작품 공유,
"야 뭐해
나 집 근처 카페야
오 조용하겠다
응 여기 좋네
근데 맛집 리스트 그거 봤어
어 봤어 몇 군데 가본 데 있더라
어디가 좋았어
그 일식집 괜찮더라 가격도 적당하고
그럼 이번 주말에 일식집 먼저 갈까
좋아 시간 맞춰서 보자
거기 예약해야 되던데
음 내가 해둘게
고마워 근데 조용히 해야겠다
응 나도 카페니까 조용히 할게
주말에 봐
알았어 연락할게 조심히 들어가",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '맛집 리스트 공유 및 방문 계획', 'tone': '즐거움', 'topic': '동네 맛집 탐방 계획', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['구재원', '강재원']}",동네 맛집 탐방 계획,친구,맛집 리스트 공유 및 방문 계획,
"야 뭐해
지금 도서관이야 조용히 해야 돼
아 그렇구나 나도 어디 앉아서 통화하는 중이야
맛집 리스트 좀 공유하려고 연락했어
오 좋지 최근에 뭐 맛있는 데 찾았어
응 얼마 전에 가 본 곳인데 엄청 맛있었어
와 진짜 어디야
도서관에서 얘기하니까 목소리 낮춰야 해서 바로 말하기 좀 그래
나중에 보내줘
그래 그럼 이번 주말에 한 번 가볼래
좋아 시간 맞춰 보자
또 가고 싶은 곳 있어
몇 군데 더 있는데 다 보내줄게
고마워 나중에 만나서 얘기하자
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['백시윤', '우승호']}",동네 맛집 탐방 계획,친구,맛집 리스트 공유 및 방문 계획,
"야 뭐해
카페에 있어 너는
나도 카페야 근데 거기 시끄럽네
그치 오늘 사람 많아
저기 말인데 우리 음악 페스티벌 티켓 예매해야 하지 않아
아 맞아 언제로 할까 그날 일정 비워놨지
음 보자 14일 어때 주말이라서
오 좋아 그럼 그날로 하자
티켓은 온라인으로 사면 되지
응 인터넷에서 바로 예매할 수 있을 거야
지금 해 볼까 네트워크 괜찮아
어 잠깐만 조용한 데로 옮길게 잠시만 기다려
오케이
됐다 이제 할 수 있어
티켓 다섯 장이면 되겠지
응 그렇게 하자
완료 나중에 만날 장소 정하자
좋아 그럼 카톡으로 공유할게
그래 알았어 그럼 나중에 봐
응 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['주지안', '강재윤']}",음악 페스티벌 계획,친구,페스티벌 일정과 티켓 예매 논의,
"야 뭐해
어 나 지금 집에서 쉬고 있어
아 다행이다 나 지금 페스티벌 얘기 좀 하려고
오 좋아 나도 기대 중이야
이번에 어떤 아티스트 오지
어 내가 본 바로는 A랑 B가 온대
진짜 대박이다 꼭 가야겠네 티켓 예매 했어
아직 안 했어 좀 알아보려 했거든
우리 몇 시쯤 예매할까
음 오후 2시부터 열리니까 그때 맞춰서 하자
좋아 알겠어 그럼 같이 예매하자
그래 그럼 티켓도 같이 받자
응 뭐 좋은 자리 있으면 바로 잡아 통화 끊지 말고
알았어 그럼 2시에 다시 얘기하자
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['김하은', '심서준']}",음악 페스티벌 계획,친구,페스티벌 일정과 티켓 예매 논의,
"야 뭐해
어 나 지금 밖에 있어 걷는 중
아 그래 날씨 좋지
맞아 그래서 걷고 있어
근데 있잖아 나 요즘 사진 찍는 거에 관심 생겨서 말이야
오 진짜 나도 얼마 전에 장비 좀 샀어
그럼 뭐부터 사야 할까
음 나는 카메라랑 렌즈 먼저 샀어
그럼 카메라 브랜드는 뭐가 좋아
내가 쓰는 건 캐논인데 괜찮더라
오 캐논 괜찮지 사람들이 많이 쓰더라
응 맞아 그리고 삼각대도 생각보다 유용해
삼각대는 필수겠네
그렇지 그리고 보관할 가방도 하나 사 둬야 해
오케이 알았어 추천 고마워
별말씀을 그럼 사진 찍으러 같이 가자
좋아 언제 한 번 같이 가자
그래 그럼 나중에 또 연락할게
오케이 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '취미 활동 장비 구매 상담', 'tone': '협조적', 'topic': '사진, 그림 등 취미 장비 추천', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['윤수아', '유채원']}",취미 활동 장비 구매 상담,친구,"사진, 그림 등 취미 장비 추천",
"야 뭐하고 있어
집에서 쉬고 있어 너는
나도 집이야 근데 있잖아 나 이번에 새로운 카메라 하나 사려고 하는데 뭐 추천할 거 있어
음 니가 찍고 싶은 거에 따라 다를 것 같은데 주로 뭐 찍으려고
주로 풍경이나 인물 사진 많이 찍을 것 같아
음 그러면 미러리스 카메라가 좋을 것 같아 요즘 그게 화질 좋고 사용하기 쉽다더라고
그래 그럼 브랜드는 어디 게 괜찮을까
어 그건 니 취향 따라 가면 될 것 같아 소니나 캐논 쪽이 무난하지 않을까 싶어
오케이 그러면 좀 더 찾아보고 좋은 거 있으면 얘기해줄게
그래 좋아 나도 한번 찾아볼게 그럼 일단 이따 보자
응 고마워 그럼 이따 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '취미 장비 추천', 'tone': '협조적', 'topic': '카메라 구매 상담', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['정현서', '장승우']}",취미 활동 장비 구매 상담,친구,"사진, 그림 등 취미 장비 추천",
"안녕 지금 시간 괜찮아
응 지금 도서관이야 그래서 조용히 얘기해야 돼
아 그래 그럼 짧게 할게
이번 회비 다 모였나
거의 모였어 아직 두 명 정도 남았는데 이번 주 안에 낸다고 했어
그럼 행사 비용 어떻게 배분할지 고민해야겠네
맞아 생각해 보니까 회식비랑 행사 준비비도 필요하고
음 그럼 회식비 30% 행사 준비비 70% 정도로 생각해봤어
오 좋은데 그렇게 해서 준비해 볼까
응 그렇게 하자 그리고 말인데 행사 준비는 언제부터 할까
다다음 주에 한 번 모일까 싶어
그래 그때까지 필요한 물품 목록 정리해 놓자
알았어 그럼 나중에 또 얘기하자
응 연락할게 나중에 봐
그래 안녕",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '회비 사용 계획 및 행사 비용 분배', 'tone': '협조적', 'topic': '동아리 회비 및 행사 비용', 'emotion': '협조적', 'call_environment': '조용한 공공장소', 'participants': ['노예진', '윤하은']}",동아리 회비 및 행사 비용 정산,동아리 회원,회비 사용 계획 및 행사 비용 분배,
"어 너 지금 괜찮아
어 괜찮아 무슨 일이야
저번에 모인 돈 있잖아 그거 어떻게 쓸지 얘기해 볼까 했어
아 맞아 그 행사 때문에 회의해야지
응 일단 장소 대여료하고 간식비가 필요할 것 같고
그럼 간식비는 얼마 정도 예상해
한 30만 원이면 될 것 같아
그럼 대여료는 대충 잡아 놓은 데 있어
응 한 군데 알아봤어 20만 원 정도래
그럼 둘 다 합쳐서 50만 원이면 될까
어 그럼 회비에서 좀 남겠네
남은 건 다음 행사 준비하면서 쓰면 되겠지
그럼 회비는 빠르게 정리해서 공유하자
응 알았어 계획 잘 세우자",0,"{'conversation_type': 'casual_normal', 'relationship': '동아리 회원', 'context': '회비 및 행사 비용 정산', 'tone': '협조적', 'topic': '회비 사용 계획', 'emotion': '협조적', 'call_environment': '조용한 실내', 'participants': ['손지유', '심지유']}",동아리 회비 및 행사 비용 정산,동아리 회원,회비 사용 계획 및 행사 비용 분배,
"야 뭐해 지금
어 그냥 집에서 쉬는 중이야
나 새로운 게임 나왔다고 들었어
진짜 무슨 게임이야
그거 말이야 판타지 RPG인데 엄청 재밌어 보이더라
오 진짜 판타지 RPG면 완전 내 스타일인데
그래서 나도 이번 주말에 해보려고
출시일은 언제야
다음 주 수요일이래
음 그러면 우리 주말에 다 같이 해볼까
좋지 그럼 그때까지 기다려보자
진짜 기대된다 하하
그러게 나중에 또 얘기해
응 나중에 통화하자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '게임 출시 소식 공유', 'tone': '즐거움', 'topic': '새로운 게임 출시', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['정지안', '오현준']}",새로운 게임 출시 소식 공유,친구,"게임 출시일, 특징, 기대감 공유",
